x,y,sai,u,v,Omega,alpha_eh,Xe,Ye,u1,u2
0.0727076277687078,0.0718807724696984,2.63501064752868,0.0407449961610473,-0.0223528849365091,0.721085107621185,2.84470304615646,-0.127292372231292,0.271880772469698,0,-15
0.0671981205938194,0.0793600805152448,2.77924132270161,0.0407831122202272,-0.0223405624980345,0.721213722455194,2.70025589394338,-0.132801879406181,0.279360080515245,0,-15
0.0606637555936833,0.0859696234790334,2.92349349431467,0.0408119055776721,-0.0223311678739774,0.721302523427145,2.55602430656183,-0.139336244406317,0.285969623479033,0,-15
0.0532418720524975,0.0915702463643465,3.067760507608,0.0408336550980175,-0.0223239878604079,0.721363832410267,2.41201338160364,-0.146758127947503,0.291570246364347,0,-15
0.0450880865469907,0.0960443804318682,3.21203776756473,0.040850076177059,-0.0223184938972727,0.721406159315516,2.26822127049376,-0.194911913453009,0.336044380431868,0,-15
0.0363730298376804,0.0992983160879883,3.35632210160271,0.0408624645440747,-0.0223142892374841,0.721435380597155,2.12464006378458,-0.20362697016232,0.339298316087988,0,-15
0.0272787974191205,0.101264018046075,3.50061131934602,0.0408718011473278,-0.0223110730923315,0.721455553822317,1.98125655369272,-0.212721202580879,0.341264018046075,0,-15
0.017995177638085,0.10190043873925,3.64490390858984,0.0408788295667876,-0.0223086157650893,0.721469480477029,1.83805292453126,-0.222004822361915,0.34190043873925,0,-15
0.00871572855598499,0.101194296914507,3.78919882535198,0.0408841137165325,-0.0223067410009847,0.721479094720199,1.69500740287453,-0.231284271444015,0.341194296914507,0,-15.0000000000002
-0.00036621996700213,0.0991603000037509,3.93349534890852,0.0408880811915597,-0.0223053131737409,0.721485731863622,1.55209488673028,-0.280366219967002,0.379160300003751,0,-15
-0.00906155922080208,0.0958408010470016,4.07779298170538,0.0408910560201853,-0.0223042277941662,0.721490313765538,1.40928756475166,-0.289061559220802,0.375840801047002,0,-15
-0.0171893086741559,0.091304893363654,4.22209138025702,0.0408932835118553,-0.0223034043616812,0.721493476839362,1.26655553121264,-0.297189308674156,0.371304893363654,0,-15
-0.0245803569564425,0.0856469585302024,4.36639030743999,0.0408949491565043,-0.0223027809115955,0.721495660434639,1.12386739910329,-0.304580356956443,0.365646958530202,0,-15
-0.031080959451107,0.0789846952296001,4.5106895995579,0.0408961930190525,-0.0223023098184683,0.721497167855313,0.98119091156262,-0.311080959451107,0.3589846952296,0,-15.0000000000005
-0.0365559197851751,0.071456667908763,4.6549891436045,0.0408971207073675,-0.0223019545477554,0.72149820848555,0.838493550450223,-0.356555919785175,0.391456667908763,0,-14.9999999999997
-0.0407925402646208,0.0632368028364373,4.79719076400634,0.0407463824122689,-0.0213244672404969,0.701719357873598,0.697826867939445,-0.360792540264621,0.383236802836437,0,-12.3485687093786
-0.0435902971562805,0.0546096120816331,4.93383720493279,0.0402633543690613,-0.0196827718108447,0.66678468953187,0.562589228043493,-0.363590297156281,0.374609612081633,0,-9.53411589698025
-0.0447699614117193,0.0459795631056991,5.05929985147157,0.0392434315954884,-0.0161978844639458,0.59186079792456,0.438337788030239,-0.364769961411719,0.365979563105699,0,-2.94599767973195
-0.0443988165234573,0.0377726682057864,5.16948340884648,0.0377399818685778,-0.0128155180424644,0.513660270611407,0.329123582280591,-0.364398816523457,0.357772668205786,0,0.0141245964481458
-0.0429855520266829,0.0301107995897463,5.26929757451694,0.0361533377670538,-0.012096030646254,0.485675909772504,0.230084340460957,-0.402985552026683,0.390110799589746,0,-4.03891115758668
-0.040384126740336,0.0233525600091737,5.35013927049771,0.0343762865669061,-0.0049722913879366,0.328193569241264,0.149759988556369,-0.400384126740336,0.383352560009174,0,12.9028752884813
-0.0367207190058584,0.0177223128472541,5.40541359493255,0.0325980495821784,-0.00122796960471607,0.226946272834715,0.094732293066881,-0.396720719005858,0.377722312847254,0,9.13486007539228
0.0224914365862087,-0.0397242410086967,5.62589791843907,0.0789450714148134,0.00237754771979547,0.0387308876375259,-0.125939793858153,-0.377508563413791,0.360275758991303,0,14.9999999999981
0.0347293625234237,-0.048277353156759,5.62310229321743,0.0705312828557166,0.0045817198810661,-0.0664846216395264,-0.123603896574235,-0.365270637476576,0.351722646843241,0,11.8272671202397
0.0457999900452163,-0.0558916726510105,5.60501527749226,0.0637665757252142,0.00441413682401575,-0.114017720883765,-0.105950432627412,-0.394200009954784,0.384108327348989,0,5.57449468431024
0.0556722597700279,-0.0630558578799634,5.58150246639599,0.0581471682872208,0.00331496181574626,-0.12103973034577,-0.0827784692658177,-0.384327740229972,0.376944142120037,0,1.18627601508616
0.183637859139519,-0.195529021924306,5.38306181669602,0.0917397036171411,-0.00306105417513493,0.0308373420412103,0.116285675272304,-0.336362140860481,0.324470978075694,0,-14.010238658788
0.193871117299369,-0.209336146979569,5.39530334490838,0.0804882885687151,-0.00357072157203891,0.0912615135754128,0.104519527483822,-0.326128882700631,0.310663853020431,0,-6.89655893513231
0.20307555206582,-0.221428265936724,5.41543546629807,0.0716841025691157,-0.00296662381716286,0.109899135679862,0.0847743145661645,-0.31692444793418,0.298571734063276,0,-2.38401850240671
0.358283991609221,-0.370953322430594,5.61413237321325,0.0929398002660505,0.00299524351947303,-0.0345082760388376,-0.114602727503063,-0.241716008390779,0.229046677569406,0,13.4421818403503
0.372257572313575,-0.381312677413207,5.60146511459563,0.0814030931652008,0.00345653291579203,-0.0918535553791301,-0.102428376089123,-0.267742427686425,0.258687322586793,0,6.55786219315146
0.384471676596834,-0.390622963024406,5.58137999711987,0.0724032599271669,0.00285719340410707,-0.108851520336836,-0.0827414532661217,-0.255528323403166,0.249377036975594,0,2.19854034580592
0.534677436722095,-0.545877524708481,5.38444737803375,0.0929660141440106,-0.0030052481560264,0.0351588050711572,0.114958403969015,-0.185322563277905,0.174122475291519,0,-13.4448300963067
0.54508115705292,-0.559823917063614,5.39723759251746,0.0814232533763525,-0.00346382976275379,0.0924299740508775,0.102687699862011,-0.17491884294708,0.160176082936386,0,-6.55178116330773
0.554431689893117,-0.572011798792072,5.41742538408632,0.0724191454950414,-0.00286115451674182,0.109302182072156,0.0829193978757728,-0.165568310106883,0.147988201207928,0,-2.18739842234884
0.710234170610487,-0.721660287185844,5.61505799721141,0.0929668067269497,0.00302208566802101,-0.0354726364323649,-0.115531218617457,-0.129765829389513,0.118339712814156,0,13.5107433402684
0.724223268173655,-0.732007073203303,5.60217906724216,0.0814244853531945,0.00348228779218878,-0.0929997148031081,-0.103202425393222,-0.115776731826345,0.107992926796696,0,6.58220632632746
0.73644871554886,-0.741309079414718,5.58187275785434,0.0724204852727432,0.0028759311708721,-0.109916377621466,-0.0833404159005695,-0.10355128445114,0.0986909205852823,0,2.19584730504232
0.884560957597178,-0.894133897205619,5.38326359458816,0.0855494446775478,-0.00314532208457404,0.0356640589361471,0.116062282921018,-0.035439042402822,0.025866102794381,0,-13.57381237081
0.894106290854889,-0.907096621368544,5.39620749111462,0.0756948378757902,-0.00365247032792628,0.0934548992962863,0.103675270787207,-0.0258937091451109,0.0129033786314562,0,-6.61308312222085
0.902765900366137,-0.918529628180805,5.41661158481487,0.0678641713536223,-0.00301504469555495,0.110437750590714,0.0837268532854978,-0.0572340996338625,0.0414703718191949,0,-2.20614699595816
1.01697047327495,-1.03061386574991,5.61609800847111,0.0605506474053525,0.00355304704708739,-0.0353340695379939,-0.116018792132266,-0.02302952672505,0.00938613425009094,0,13.5716735377606
1.02652648827719,-1.03722132178154,5.6032122718018,0.0555135635973913,0.00432845716269849,-0.0932042905694831,-0.103623516229761,-0.0134735117228102,0.00277867821846201,0,6.62092984783381
1.03525162346276,-1.0434030861364,5.58284999724109,0.0512398095648824,0.00363956746321344,-0.110269752081507,-0.083686230896916,-0.00474837653724292,-0.00340308613639939,0,2.21419484241598
1.12589861987765,-1.13426439326374,5.38361430850348,0.057228866136997,-0.00360074737576716,0.0351222905716967,0.115630327448117,0.00589861987764939,-0.0142643932637363,0,-13.5364611283934
1.13215189947274,-1.14332836032032,5.39644573229227,0.0527256997200183,-0.00442885535264355,0.0928749303909655,0.103293793026486,-0.0278481005272624,0.0166716396796796,0,-6.60669787975422
1.13802391858454,-1.15164674983229,5.41674114805747,0.048870301747779,-0.00374519135202977,0.109931093268969,0.083431638410557,-0.0219760814154579,0.00835325016770616,0,-2.21119252713493
1.22620519834191,-1.23908183464109,5.61543827902244,0.0539110293610206,0.00365380610946179,-0.0350233573906155,-0.115324616567429,-0.0137948016580924,0.000918165358908762,0,13.502479165286
1.2348240209978,-1.2449092487623,5.602639138105,0.0499155140946169,0.00453795798720473,-0.0926525082384334,-0.103025050619458,-0.00517597900220457,-0.00490924876230325,0,6.59221160741235
1.24277684237532,-1.25040271134759,5.58239109861792,0.0464635610909185,0.00386188870408095,-0.109680343817893,-0.0832191513594397,0.00277684237532183,-0.0104027113475937,0,2.20662808019904
1.33454933044883,-1.34247806533034,5.38410421252215,0.056013121217124,-0.00361266916226506,0.0350623836997271,0.115172461567055,-0.0254506695511716,0.0175219346696611,0,-13.4899721737564
1.34066342491979,-1.35136758923089,5.39690394317114,0.0516984347428744,-0.00445798852372643,0.0926197575394982,0.102899819364652,-0.0193365750802112,0.00863241076911181,0,-6.58414893615744
1.34641254407475,-1.35954157727558,5.41714207394461,0.0479921952526039,-0.00377780339665516,0.10961436728912,0.0831250268659409,-0.0135874559252491,0.000458422724424645,0,-2.20260830570042
1.43461656250451,-1.4469123749659,5.61531961999502,0.0547906963586367,0.0036348340338741,-0.0350862631047188,-0.115130237603118,-0.00538343749548909,-0.00691237496590369,0,13.4882148954495
1.44335788662817,-1.45284646144165,5.60251547927115,0.0506627205629831,0.00450179796612647,-0.0926398908083353,-0.102869216408089,0.00335788662817071,-0.012846461441655,0,6.58380890878159
1.45141196812997,-1.45843490760082,5.58227379175308,0.0471049576346073,0.00382391228503574,-0.109629816172744,-0.0831069380009007,-0.0285880318700324,0.0215650923991773,0,2.20218603352744
1.54209593745703,-1.54924054510189,5.38407683015194,0.0535781489910645,-0.00366087467602058,0.0351425030426686,0.115165822359644,-0.0179040625429716,0.0107594548981147,0,-13.4956061555485
1.54791731499636,-1.55778963695144,5.39689570528044,0.049632129071568,-0.00454999187160856,0.0927304440744362,0.102908544643261,-0.0120826850036397,0.00221036304855904,0,-6.58794047049293
1.55340673433403,-1.56568179749939,5.4171559405522,0.0462197914272411,-0.00387412272833267,0.109724569196643,0.0831461099981628,-0.00659326566596974,-0.00568179749939413,0,-2.20319876481606
1.6431553221925,-1.65450047994895,5.61549378657654,0.0548881457416701,0.00364256604244971,-0.035269428584408,-0.11529398747484,0.00315532219250403,-0.0145004799489532,0,13.5163281378518
1.6519125474023,-1.66044331919447,5.60264227337305,0.05074595624462,0.00450903885674093,-0.0929287032586627,-0.103035289574918,-0.0280874525976993,0.0195566808055312,0,6.59656770867605
1.65997984088379,-1.66603992415359,5.58234180825356,0.0471767585314971,0.00382881024350846,-0.109928268696301,-0.0832581078816742,-0.0200201591162132,0.0139600758464098,0,2.20498510453327
1.75017150672755,-1.75632926578457,5.38368426467845,0.0536180120611744,-0.0036740393313966,0.035373165298008,0.115473248806828,-0.00982849327245061,0.00367073421543429,0,-13.5417763627771
1.75599223764292,-1.76488804620708,5.39656776219228,0.0496669332870561,-0.00456522094884173,0.0931434094350959,0.103205440778176,-0.00400776235708,-0.00488804620707817,0,-6.60964267560918
1.76148150436441,-1.77278852060921,5.41691368995338,0.0462504092505992,-0.00388634679568196,0.110167643489522,0.0834054009338999,0.00148150436441141,-0.01278852060921,0,-2.20908621046724
1.85161400808653,-1.86199960765617,5.6159410379164,0.0545726542459118,0.00366701686495928,-0.0355520721787619,-0.115730972279924,-0.0283859919134664,0.0180003923438332,0,13.5781018610024
1.86033195540852,-1.86789808704539,5.60300779686409,0.0504793189890384,0.00454273537043425,-0.0934599475272625,-0.103449461327691,-0.0196680445914779,0.0121019129546134,0,6.62604884298203
1.86836706146395,-1.8734558447242,5.58259634124175,0.0469489043574807,0.00385933341750456,-0.110505718575793,-0.0836141365860112,-0.0116329385360487,0.00654415527579544,0,2.21342844324292
1.95820359996288,-1.96345472248182,5.38303947690313,0.0547163315899826,-0.00367659809450404,0.0357292060762807,0.116035229332648,-0.00179640003711645,-0.00345472248182288,0,-13.6208514060301
1.96414710022181,-1.9721742823909,5.39602559358496,0.050602076044776,-0.00455236987256257,0.0938093038177585,0.103736896302081,0.0041471002218092,-0.0121742823908981,0,-6.64640818732565
1.96974627060776,-1.9802084682858,5.41651047203246,0.0470548531852967,-0.00386617940849085,0.110889751075885,0.0838598958205078,-0.0302537293922438,0.0197915317142014,0,-2.21948517789337
2.05989256069145,-2.0694805969261,5.61666801905483,0.0540101811459662,0.00370457752576043,-0.0359339088369205,-0.116403752828725,-0.0201074393085512,0.0105194030739022,0,13.6697686908376
2.06853920904853,-2.07530148304772,5.60362045116314,0.0500030487747874,0.00459617179391149,-0.0942164569322068,-0.104079679865271,-0.0114607909514741,0.00469851695228352,0,6.67033302339379
2.07651584430669,-2.08079093563562,5.5830498666966,0.0465412701068013,0.00390860463973937,-0.1113386642095,-0.0841501986195602,-0.00348415569331317,-0.000790935635615941,0,2.2267090279238
2.16790689005246,-2.172579465512,5.38219882655102,0.0578187775545832,-0.00365207144883809,0.0362535688473206,0.116865146169143,0.00790689005246437,-0.0125794655119984,0,-13.7359736510748
2.17420865868223,-2.18174251886034,5.39533461095223,0.0532261045566493,-0.00448031597297465,0.0947754185555429,0.104519972046879,-0.0257913413177713,0.0182574811396643,0,-6.69891474983398
2.18012566098803,-2.1901430833264,5.41602058429261,0.049299511239789,-0.0037822775852804,0.111932437816769,0.0845263772831415,-0.0198743390119684,0.00985691667359712,0,-2.23404731082495
2.26823086649071,-2.27739766016376,5.61780957286615,0.0537381058645115,0.00374724255894657,-0.0364595062513377,-0.117368756128939,-0.0117691335092904,0.0026023398362387,0,13.798975115723
2.27685078475658,-2.28317045310087,5.60460343896902,0.0497740185176881,0.0046520820690091,-0.0952695874310414,-0.104979173020844,-0.00314921524342227,-0.00317045310087094,0,6.73267174236922
2.28480622606853,-2.28861801337473,5.58381108121572,0.0463463592798991,0.00395767922505116,-0.112500673142995,-0.0849115190893733,0.00480622606853132,-0.00861801337473223,0,2.24554273414116
2.37540407966965,-2.37945522653428,5.3811369307669,0.0542406363817305,-0.00375938909629654,0.0367698996463854,0.117898585625988,-0.024595920330349,0.02054477346572,0,-13.871970884926
2.38126285243426,-2.38812902175711,5.39443481606,0.050202794598598,-0.00465907879310311,0.0958727352154378,0.105477673389915,-0.0187371475657425,0.011870978242885,0,-6.76735474667488
2.38678872198322,-2.39612692686847,5.41535362526425,0.0467158830511171,-0.00395902438671412,0.113160599346316,0.085336202327011,-0.0132112780167759,0.00387307313153329,0,-2.25571777230981
2.47680808422269,-2.4851265299273,5.61905342332511,0.0549265819431389,0.0037711358952153,-0.037140305682408,-0.118528213089386,-0.00319191577731059,-0.00512652992729645,0,13.9577580177017
2.48560867313686,-2.49102311386705,5.60564669478405,0.0507867758465234,0.00466338346422262,-0.0965860441872404,-0.106068689102082,0.00560867313685876,-0.0110231138670458,0,6.80802142063621
2.49371470220723,-2.49658223676084,5.58457853878865,0.0472182148273696,0.00395672919788135,-0.11393906616844,-0.0858386320170117,-0.0262852977927728,0.0234177632391557,0,2.2675513524263
2.58370864823609,-2.58679943585491,5.37966309572331,0.0535687844477526,-0.00382461074843634,0.0375010774778437,0.119216394840994,-0.0162913517639116,0.0132005641450861,0,-14.0502057903462
2.58946621931356,-2.59539436358922,5.39318173990721,0.0496347746732721,-0.00474840119205273,0.0973393142020075,0.106711209177872,-0.0105337806864361,0.00460563641078204,0,-6.85434461843431
2.59490327099054,-2.60332824273159,5.41440929401034,0.0462305201265881,-0.00403952243827687,0.114777817290542,0.0863848599473805,-0.0050967290094559,-0.00332824273158927,0,-2.28200647179339
2.68533351780247,-2.69268655763417,5.62062153343713,0.0546004792113471,0.00383742948407324,-0.037997082927564,-0.120030012517415,0.00533351780246738,-0.012686557634165,0,14.1617480049491
2.69410523624155,-2.6985214193923,5.60695853416884,0.0505139951120962,0.00474837917964741,-0.0982805635107774,-0.107477663273399,-0.0258947637584503,0.0214785806076967,0,6.90725796982902
2.70218874325692,-2.70402733710092,5.58553438754498,0.0469873835827842,0.0040302287000748,-0.115800281804202,-0.087038397693534,-0.0178112567430779,0.0159726628990842,0,2.2971662976622
2.79218063599628,-2.79432331173296,5.37773447118748,0.0538537129400407,-0.00388845805891855,0.038502007550516,0.12094046156442,-0.00781936400371785,0.00567668826703827,0,-14.2862108114456
2.79794507204917,-2.80297859284675,5.39155143119122,0.0498818943972745,-0.00482194001324516,0.0993081881121678,0.108333817323147,-0.00205492795083195,-0.00297859284674873,0,-6.96910697198299
2.80339019899162,-2.81096414366282,5.41319218615455,0.0464466565467192,-0.00409827566348433,0.116936114875667,0.0877697456357047,0.00339019899162007,-0.0109641436628181,0,-2.31603665561374
2.89389012522343,-2.90033693924804,5.62274110751264,0.0546050042892148,0.00391802627702696,-0.0391695951760977,-0.122031271387941,-0.0261098747765698,0.0196630607519626,0,14.4361996456101
2.90268540068666,-2.90614138672587,5.608728761224,0.0505232289764875,0.00484647256157833,-0.100585726934376,-0.109364387876618,-0.0173145993133383,0.0138586132741279,0,7.041642202321
2.91079024394788,-2.9116225513611,5.5868210117391,0.0469995766095798,0.00411185407638882,-0.118325459400979,-0.0886516525531872,-0.00920975605211671,0.00837744863889789,0,2.33696713614796
3.00068277685797,-3.00197713311438,5.37513194744012,0.0544808813223188,-0.00397212055862722,0.0399211464912321,0.123303236243526,0.000682776857971579,-0.00197713311438052,0,-14.6118652734129
3.00648472591131,-3.01074838718623,5.38936908548856,0.0504213858727082,-0.00491468510720187,0.102071717001695,0.110568414309368,0.00648472591130878,-0.0107483871862324,0,-7.12884194587046
3.01196613080411,-3.01883211958433,5.41158863308255,0.0469150237653373,-0.00416982657100097,0.119953731070416,0.0896851828795975,-0.0280338691958888,0.0211678804156739,0,-2.36285535497142
3.10178499234255,-3.10756600382238,5.62577950198165,0.0538940495298603,0.00404392082459139,-0.0407858274583567,-0.124763924607726,-0.0182150076574463,0.0124339961776192,0,14.8152874408596
3.11051204426289,-3.11324220199644,5.61128137597473,0.049926975764749,0.0050124412768647,-0.103804595538804,-0.111957195114351,-0.00948795573710548,0.00675779800356269,0,7.2319209891502
3.11856336348525,-3.11861207822338,5.58869778190234,0.0464940123755462,0.00425688227248104,-0.121856886563083,-0.0908830036412694,-0.00143663651474624,0.00138792177662417,0,2.39372540559095
3.20173031008562,-3.20053476203937,5.38872727079483,0.0550568086384363,-0.00355781144885933,0.0275188786590159,0.108311596284933,0.0017303100856183,-0.000534762039369419,0,-13.6906546559533
3.2077706295476,-3.20926184940268,5.40023362037751,0.0508905566025159,-0.0044825124757496,0.087250600113342,0.0984955638407914,0.00777062954760455,-0.00926184940267794,0,-6.80608625921151
3.3281248749225,-3.32977898743236,5.61445433521221,0.0533594493295724,0.00374510654211674,-0.0488597282165724,-0.115434707686225,0.00812487492249581,-0.00977898743235883,0,12.9198861545975
3.33664422868843,-3.33556877335875,5.59976328054224,0.0494333613033906,0.00434784756667779,-0.0977435735822256,-0.102786097315637,-0.0233557713115671,0.0244312266412479,0,5.64617990341681
3.34449221771987,-3.34105043410642,5.57858960128008,0.0460354626731857,0.003779422793016,-0.113847303996955,-0.083420857975195,-0.0155077822801304,0.018949565893577,0,2.13048655364092
3.43375774198301,-3.43172911144994,5.37431535418316,0.0542536343050509,-0.00401339514678124,0.0424326209662514,0.121683684827215,-0.00624225801698675,0.00827088855005975,0,-14.6010209029994
3.43952159405367,-3.44047655384313,5.3890561775424,0.0502293605065898,-0.00496429977073397,0.104583701770493,0.109583607292301,-0.000478405946327864,-0.000476553843133054,0,-7.13941375457012
3.44497339474111,-3.4485385275654,5.41173123295519,0.0467506631604506,-0.00420362552185687,0.121997878109002,0.0892779251976138,0.00497339474110525,-0.00853852756540219,0,-2.3250539734725
3.52755948732392,-3.53141486568384,5.61156335544884,0.0566524604461218,0.00367095604580881,-0.0309668774783117,-0.109679238538362,0.00755948732392353,-0.0114148656838382,0,14.0894917556019
3.53655633663172,-3.53758416471232,5.59918147357486,0.0522488701870274,0.00460080558229777,-0.0925258791421969,-0.100284196279094,-0.0234436633682771,0.0224158352876822,0,7.02671388674667
3.54482981928182,-3.5433739786416,5.57877139400557,0.0484727460825523,0.00391850855570612,-0.111409982816554,-0.0825809221548871,-0.0151701807181785,0.0166260213583973,0,2.41981484608609
3.6332798246609,-3.63272925641668,5.37854613036972,0.0536470101172401,-0.00403907582393179,0.0436541222125328,0.118490911297022,-0.00672017533909575,0.00727074358332125,0,-14.5764169357604
3.63900518261601,-3.64136951660794,5.39357445630541,0.0497144183029603,-0.00502406365020831,0.106226873537072,0.107498182695035,-0.000994817383985769,-0.00136951660794216,0,-7.19301880293516
3.64442518885452,-3.64933961312891,5.41655810180215,0.0463092838272469,-0.00425454283263512,0.123440282156417,0.0881875523568556,0.00442518885452126,-0.00933961312891363,0,-2.31266027946866
3.72728772738283,-3.73152465270805,5.61787291328519,0.056197652997127,0.00395849220756519,-0.0372311609462613,-0.112256989595841,0.00728772738282535,-0.011524652708045,0,14.8938349066732
3.73629642183279,-3.73754037902891,5.60381820415776,0.0518826167155563,0.004982879828464,-0.102920996204759,-0.103666860673903,-0.0237035781672112,0.0224596209710861,0,7.52333166726301
3.74458304944163,-3.74320573910914,5.58131188343795,0.048174079338868,0.00422626146998656,-0.121958858743636,-0.0862136831661879,-0.0154169505583721,0.0167942608908578,0,2.50188828358268
3.8331628828486,-3.83360354333309,5.36399446244881,0.0541688573063183,-0.00408798003234432,0.0412764440147454,0.135115057775102,-0.00683711715139701,0.00639645666691013,0,-14.9999999999992
3.83871783340214,-3.84248826305438,5.38162334355896,0.0502105567378095,-0.00630940961030321,0.1343109663996,0.127990418675006,-0.00128216659785618,-0.00248826305438321,0,-10.6835338584508
3.84393360208137,-3.85074375690673,5.41101519685642,0.0468114209596213,-0.00552136653956504,0.159293381335211,0.109073030728927,0.00393360208137272,-0.0107437569067286,0,-3.42694235207197
3.84915063954208,-3.8582003985057,5.44220121075337,0.0437680635960314,-0.00405061675516912,0.152655357979817,0.0864996799610988,-0.030849360457915,0.0217996014943034,0,0.0440945098072131
3.91492261102747,-3.92038389640106,5.66871792461334,0.0473556564981883,0.00201373011560791,0.025038195916376,-0.137782628739409,-0.00507738897252796,-0.000383896401062511,0,10.0672109923631
3.92275940204697,-3.92515022398606,5.66619714524591,0.0442438274926122,0.00413976911354616,-0.0501352562790724,-0.152691550824081,-0.0372405979530304,0.0348497760139437,0,8.44891610461261
3.93024796481294,-3.9294266497184,5.65109807598707,0.0415792696013051,0.00489619608391373,-0.100529903527935,-0.159163798480255,-0.0297520351870597,0.0305733502816037,0,5.82481446518914
3.93731450498507,-3.93346597606628,5.62732744803426,0.0392379052783315,0.0052060230012598,-0.136807419795212,-0.159314379007407,-0.0226854950149256,0.026534023933722,0,4.48068491254517
3.94393474996209,-3.93740378785111,5.59781782406579,0.0371427075276083,0.00509875239144083,-0.15802095560236,-0.155013817307844,-0.0160652500379102,0.0225962121488879,0,3.00863804964038
3.95010048087362,-3.94131698933915,5.56504198754904,0.0352441114407371,0.00484061708816374,-0.169575353460344,-0.147971400744327,-0.00989951912638132,0.0186830106608533,0,2.07063535645607
3.95581840299689,-3.94524025612754,5.53079460364957,0.0335112046729717,0.00444624628710946,-0.172850484951618,-0.139516191260806,-0.0441815970031065,0.0547597438724625,0,1.21242297532765
3.96103730210322,-3.94925002916481,5.49840117334712,0.0319054361555569,0.00310037132756307,-0.151381502832657,-0.131254871810721,-0.0389626978967819,0.0507499708351871,0,-1.65188548629547
3.96579583797981,-3.9533132970258,5.46886658750137,0.0304238375693001,0.00271995888912713,-0.144056944000797,-0.124185141122526,-0.0342041620201878,0.0466867029741977,0,-0.193339491918779
